year,age,years_homeless,gender,race,education,has_dependents,mental_health,substance_use,outdoor_sleeping,chronic_homeless,shelter_type,youth,indigenous_flag,lgbtq,immigrant,foster_care_history,incarceration_history,no_income,housing_loss_income,housing_loss_health,income_type
2018,15.0,14.63,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,1,0,0,0,0,0,0,0,0,welfare
2018,34.5,30.0,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,disability
2018,51.6,28.9,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,employment
2018,79.1,7.68,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,48.8,30.0,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,45.0,1.51,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,1,welfare
2018,36.1,2.25,male,white,less_than_hs,0,1,1,0,1,respite,0,0,0,0,1,0,0,0,0,disability
2018,34.9,1.25,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,56.5,3.4,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,47.3,4.11,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,1,0,0,0,0,0,0,disability
2018,34.4,2.88,male,white,less_than_hs,0,1,1,0,1,emergency_shelter,0,0,1,1,0,0,0,1,0,disability
2018,56.8,0.92,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,1,0,0,1,0,0,0,other
2018,27.7,1.69,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,1,0,0,0,0,other
2018,52.0,4.51,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,44.4,0.83,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,25.7,0.26,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,1,0,1,1,0,1,0,other
2018,39.2,1.09,male,white,less_than_hs,0,1,1,0,0,respite,0,0,0,1,1,0,0,0,1,disability
2018,53.9,0.56,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,51.4,8.0,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,1,0,1,1,other
2018,61.2,5.28,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,1,0,0,1,0,other
2018,45.0,3.21,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,1,0,0,0,1,1,welfare
2018,85.0,6.56,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,1,0,0,0,disability
2018,27.4,5.21,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,34.7,0.66,male,white,less_than_hs,0,1,1,0,0,other,0,0,0,0,0,1,0,1,0,other
2018,39.4,7.14,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,1,0,0,0,0,1,other
2018,20.4,2.48,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,1,0,0,0,0,0,0,1,0,welfare
2018,54.9,5.27,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,52.9,7.25,male,white,less_than_hs,0,1,1,0,0,emergency_shelter,0,0,0,0,0,1,0,1,0,welfare
2018,43.5,2.62,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,43.0,9.83,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,0,1,1,0,0,0,1,informal
2018,19.8,13.81,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,1,0,0,0,0,1,0,1,0,welfare
2018,28.3,2.59,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,1,0,0,0,0,0,0,welfare
2018,29.4,12.07,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,1,0,0,0,0,0,0,disability
2018,44.7,3.86,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,37.2,8.59,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,1,0,1,1,0,0,1,welfare
2018,34.0,8.62,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,1,0,0,0,0,0,0,employment
2018,43.3,6.34,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,0,0,1,0,0,0,0,welfare
2018,50.0,1.52,male,white,less_than_hs,0,1,0,0,1,other,0,0,0,0,0,0,0,0,0,welfare
2018,39.6,19.63,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,0,0,1,0,0,0,0,other
2018,35.2,3.35,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,0,1,0,0,0,0,0,disability
2018,37.4,2.18,male,white,less_than_hs,0,1,0,0,1,emergency_shelter,0,0,0,0,1,0,0,1,0,welfare
2018,48.0,1.23,male,white,less_than_hs,0,1,0,0,1,respite,0,0,0,0,0,0,0,0,0,disability
2018,40.2,7.28,male,white,less_than_hs,0,1,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,35.3,7.38,male,white,less_than_hs,0,1,0,0,0,emergency_shelter,0,0,0,1,0,0,0,0,0,disability
2018,48.1,3.21,male,white,less_than_hs,0,1,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,54.9,1.32,male,white,less_than_hs,0,1,0,0,0,emergency_shelter,0,0,0,1,0,0,0,1,1,welfare
2018,47.6,1.37,male,white,less_than_hs,0,1,0,0,0,respite,0,0,0,1,0,1,0,1,0,welfare
2018,59.4,4.14,male,white,less_than_hs,0,1,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,1,other
2018,75.8,7.28,male,white,less_than_hs,0,1,0,0,0,emergency_shelter,0,0,0,1,0,0,0,1,1,other
2018,35.7,6.98,male,white,less_than_hs,0,1,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,employment
2018,40.4,2.64,male,white,less_than_hs,0,0,1,0,1,other,0,0,0,0,1,1,0,1,0,disability
2018,45.7,30.0,male,white,less_than_hs,0,0,1,0,1,respite,0,0,0,0,0,0,0,1,1,employment
2018,26.2,4.16,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,1,1,0,0,0,0,0,employment
2018,58.0,28.29,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,0,0,1,0,0,1,0,other
2018,61.8,8.55,male,white,less_than_hs,0,0,1,0,1,respite,0,0,0,0,0,0,0,0,0,other
2018,53.6,16.0,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,29.9,5.74,male,white,less_than_hs,0,0,1,0,1,other,0,0,0,1,0,1,0,0,0,welfare
2018,32.8,7.19,male,white,less_than_hs,0,0,1,0,1,other,0,0,0,0,0,0,0,0,0,welfare
2018,27.4,5.57,male,white,less_than_hs,0,0,1,0,1,respite,0,0,0,0,1,1,0,0,0,disability
2018,54.1,2.25,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,0,1,0,0,0,0,0,welfare
2018,61.0,11.8,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,0,1,0,0,0,0,0,employment
2018,49.2,2.97,male,white,less_than_hs,0,0,1,0,1,respite,0,0,0,0,0,0,0,1,0,welfare
2018,56.4,1.13,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,31.1,8.97,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,0,0,0,1,0,1,0,welfare
2018,45.3,2.11,male,white,less_than_hs,0,0,1,0,1,emergency_shelter,0,0,1,0,1,1,0,0,0,disability
2018,24.1,30.0,male,white,less_than_hs,0,0,1,0,1,other,1,0,0,1,0,0,0,0,0,welfare
2018,29.5,1.11,male,white,less_than_hs,0,0,1,0,0,respite,0,0,0,0,0,0,0,0,0,welfare
2018,49.1,5.3,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,1,other
2018,65.0,5.32,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,1,0,0,0,0,0,0,welfare
2018,43.5,6.46,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,other
2018,28.9,7.82,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,other
2018,55.1,2.29,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,41.0,2.23,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,52.5,5.12,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,55.2,3.36,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,1,welfare
2018,26.8,3.87,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,1,0,0,1,0,0,0,other
2018,59.6,5.08,male,white,less_than_hs,0,0,1,0,0,emergency_shelter,0,0,0,1,1,0,0,0,1,welfare
2018,30.8,1.49,male,white,less_than_hs,0,0,0,1,1,outdoor,0,0,0,1,0,0,0,1,0,welfare
2018,38.6,1.29,male,white,less_than_hs,0,0,0,1,1,outdoor,0,0,0,0,0,0,0,1,0,disability
2018,65.1,6.26,male,white,less_than_hs,0,0,0,1,1,outdoor,0,0,0,0,1,0,0,0,0,employment
2018,45.1,6.44,male,white,less_than_hs,0,0,0,1,1,outdoor,0,0,0,1,0,0,0,1,1,other
2018,51.0,8.73,male,white,less_than_hs,0,0,0,1,1,outdoor,0,0,0,0,0,0,0,0,0,employment
2018,25.5,11.97,male,white,less_than_hs,0,0,0,1,1,outdoor,0,0,0,0,1,0,0,0,0,disability
2018,40.5,1.25,male,white,less_than_hs,0,0,0,1,0,outdoor,0,0,0,0,0,1,0,0,0,welfare
2018,49.5,5.56,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,34.0,5.27,male,white,less_than_hs,0,0,0,0,1,other,0,0,0,0,0,1,0,0,0,employment
2018,55.2,2.08,male,white,less_than_hs,0,0,0,0,1,respite,0,0,0,1,1,1,0,1,1,employment
2018,32.2,4.69,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,1,0,0,0,welfare
2018,41.7,4.23,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,50.3,8.14,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,1,0,0,1,0,0,1,welfare
2018,55.4,8.67,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,1,1,0,1,1,employment
2018,26.5,1.25,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,other
2018,38.6,3.94,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,36.6,8.41,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,34.1,5.75,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,employment
2018,68.0,22.19,male,white,less_than_hs,0,0,0,0,1,respite,0,0,0,0,1,0,0,1,0,welfare
2018,48.9,9.38,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,1,welfare
2018,25.6,2.01,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,1,0,0,1,0,welfare
2018,56.1,1.4,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,73.0,8.88,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,57.7,1.14,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,1,0,1,0,0,0,informal
2018,22.0,7.4,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,1,0,1,0,0,1,0,0,0,disability
2018,36.5,30.0,male,white,less_than_hs,0,0,0,0,1,respite,0,0,0,0,0,0,0,0,0,disability
2018,61.0,7.16,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,other
2018,33.4,4.1,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,49.5,8.91,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,54.1,5.04,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,1,1,0,0,0,1,welfare
2018,30.3,6.54,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,1,0,0,0,0,0,disability
2018,42.4,30.0,male,white,less_than_hs,0,0,0,0,1,emergency_shelter,0,0,0,0,1,0,0,1,1,welfare
2018,40.0,1.11,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,41.9,1.28,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,1,0,0,0,1,0,welfare
2018,58.2,3.57,male,white,less_than_hs,0,0,0,0,0,respite,0,0,0,0,0,0,0,1,0,welfare
2018,32.0,4.47,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,1,0,1,0,other
2018,47.9,5.02,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,37.4,4.99,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,37.2,0.31,male,white,less_than_hs,0,0,0,0,0,other,0,0,0,0,0,0,0,0,1,welfare
2018,55.7,2.18,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,1,0,0,0,0,0,disability
2018,51.8,0.19,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,disability
2018,51.7,2.55,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,1,0,1,1,disability
2018,58.5,1.86,male,white,less_than_hs,0,0,0,0,0,other,0,0,1,0,0,0,0,0,0,welfare
2018,40.6,7.0,male,white,less_than_hs,0,0,0,0,0,other,0,0,0,1,0,0,0,1,1,disability
2018,49.8,1.38,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,35.9,0.4,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,44.8,0.49,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,38.4,4.59,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,1,0,1,0,disability
2018,41.6,3.08,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,48.6,0.34,male,white,less_than_hs,0,0,0,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,28.8,0.28,male,white,less_than_hs,0,0,0,0,0,respite,0,0,0,0,1,0,0,0,0,other
2018,72.6,1.06,male,white,hs_graduate,0,1,1,1,1,outdoor,0,0,0,0,1,0,0,1,0,disability
2018,43.0,5.19,male,white,hs_graduate,0,1,1,1,1,outdoor,0,0,0,0,0,0,0,0,0,welfare
2018,29.2,1.25,male,white,hs_graduate,0,1,1,0,1,respite,0,0,0,0,0,0,0,0,0,welfare
2018,47.8,2.97,male,white,hs_graduate,0,1,1,0,1,respite,0,0,0,0,0,1,0,0,0,welfare
2018,31.7,30.0,male,white,hs_graduate,0,1,1,0,1,other,0,0,1,0,0,0,0,0,0,other
2018,50.5,27.9,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,64.7,5.0,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,41.7,8.25,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,0,1,0,1,0,welfare
2018,48.9,2.93,male,white,hs_graduate,0,1,1,0,1,other,0,0,0,0,0,0,0,1,0,welfare
2018,52.9,2.19,male,white,hs_graduate,0,1,1,0,1,respite,0,0,0,0,1,1,0,0,0,welfare
2018,37.7,5.12,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,1,0,1,1,0,0,0,employment
2018,46.4,3.7,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,1,welfare
2018,43.4,7.35,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,44.6,1.44,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,1,0,0,0,1,0,disability
2018,32.4,30.0,male,white,hs_graduate,0,1,1,0,1,other,0,0,0,0,0,0,0,1,0,welfare
2018,43.6,30.0,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,1,0,1,0,1,0,welfare
2018,50.2,10.78,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,63.6,6.35,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,1,1,0,1,0,welfare
2018,56.7,3.24,male,white,hs_graduate,0,1,1,0,1,other,0,0,0,0,0,0,0,0,0,welfare
2018,73.4,17.53,male,white,hs_graduate,0,1,1,0,1,respite,0,0,0,0,0,1,0,0,0,disability
2018,32.5,10.27,male,white,hs_graduate,0,1,1,0,1,respite,0,0,0,0,0,0,0,1,0,other
2018,55.5,2.0,male,white,hs_graduate,0,1,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,42.8,0.39,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,1,welfare
2018,17.9,3.56,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,1,0,0,0,0,0,0,0,0,welfare
2018,31.9,2.35,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,employment
2018,40.3,4.74,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,40.9,2.35,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,1,0,0,0,1,0,other
2018,34.0,6.12,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,0,1,0,0,0,1,disability
2018,49.0,2.57,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,25.3,2.63,male,white,hs_graduate,0,1,1,0,0,respite,0,0,0,0,0,0,0,0,1,other
2018,38.3,6.7,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,employment
2018,42.0,1.65,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,1,1,0,0,0,1,1,other
2018,47.5,0.46,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,1,other
2018,50.2,0.09,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,0,0,0,1,1,0,0,1,1,welfare
2018,24.5,4.5,male,white,hs_graduate,0,1,1,0,0,emergency_shelter,1,0,0,0,1,1,0,0,0,disability
2018,18.8,3.1,male,white,hs_graduate,0,1,1,0,0,respite,1,0,0,1,0,0,0,1,0,employment
2018,58.2,3.9,male,white,hs_graduate,0,1,1,0,0,other,0,0,0,0,0,0,0,1,0,disability
2018,19.4,29.36,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,1,0,0,0,0,0,0,1,0,informal
2018,42.5,5.28,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,0,0,0,0,0,1,0,1,1,other
2018,48.6,9.67,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,42.8,2.08,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,0,0,0,1,0,0,0,1,0,welfare
2018,15.0,2.22,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,1,0,0,0,0,0,0,0,0,disability
2018,42.0,1.23,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,0,0,0,0,0,1,0,1,1,welfare
2018,25.0,2.05,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,52.6,2.95,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,0,0,0,0,0,1,0,1,0,other
2018,48.4,2.11,male,white,hs_graduate,0,1,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,30.1,1.51,male,white,hs_graduate,0,1,0,0,1,respite,0,0,0,0,0,0,0,1,0,informal
2018,36.1,1.72,male,white,hs_graduate,0,1,0,0,1,respite,0,0,0,0,1,1,0,0,0,welfare
2018,25.4,0.65,male,white,hs_graduate,0,1,0,0,0,emergency_shelter,0,0,0,1,0,0,0,1,1,welfare
2018,38.7,0.75,male,white,hs_graduate,0,1,0,0,0,emergency_shelter,0,0,0,1,0,0,0,0,1,welfare
2018,37.2,1.48,male,white,hs_graduate,0,1,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,other
2018,48.9,2.12,male,white,hs_graduate,0,1,0,0,0,emergency_shelter,0,0,0,0,0,0,0,0,1,welfare
2018,50.9,3.08,male,white,hs_graduate,0,1,0,0,0,emergency_shelter,0,0,0,0,1,0,0,0,0,welfare
2018,51.3,15.58,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,1,0,0,0,disability
2018,47.6,5.67,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,employment
2018,85.0,1.5,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,58.9,6.37,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,employment
2018,41.5,7.42,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,1,0,0,0,0,disability
2018,29.9,12.92,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,1,1,1,0,0,0,welfare
2018,20.8,4.66,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,1,0,0,1,1,0,0,1,0,disability
2018,46.1,1.76,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
2018,32.7,2.99,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,23.4,3.81,male,white,hs_graduate,0,0,1,0,1,respite,1,0,0,0,0,1,0,0,1,welfare
2018,34.2,8.98,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,disability
2018,28.1,7.06,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,1,0,0,0,employment
2018,66.9,3.73,male,white,hs_graduate,0,0,1,0,1,emergency_shelter,0,0,0,0,0,1,0,1,1,welfare
2018,55.6,30.0,male,white,hs_graduate,0,0,1,0,1,other,0,0,0,0,0,1,0,0,0,welfare
2018,36.9,2.71,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,27.6,1.05,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,1,0,1,0,0,1,0,disability
2018,32.2,4.7,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,1,welfare
2018,50.8,0.66,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,1,0,disability
2018,47.3,1.25,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,0,1,0,0,0,0,0,other
2018,26.6,1.77,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,0,1,0,0,0,0,0,other
2018,41.7,2.27,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,50.8,0.89,male,white,hs_graduate,0,0,1,0,0,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,31.2,2.73,male,white,hs_graduate,0,0,0,1,1,outdoor,0,0,1,1,1,0,0,1,0,welfare
2018,37.9,10.15,male,white,hs_graduate,0,0,0,1,1,outdoor,0,0,0,1,0,0,0,0,0,welfare
2018,57.4,13.73,male,white,hs_graduate,0,0,0,1,1,outdoor,0,0,0,0,0,0,0,0,0,welfare
2018,35.2,7.63,male,white,hs_graduate,0,0,0,1,1,outdoor,0,0,0,0,0,0,0,0,0,other
2018,15.0,4.76,male,white,hs_graduate,0,0,0,0,1,emergency_shelter,1,0,1,0,1,1,0,0,0,welfare
2018,32.1,3.97,male,white,hs_graduate,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,51.4,5.1,male,white,hs_graduate,0,0,0,0,1,emergency_shelter,0,0,0,0,1,0,0,0,0,other
2018,40.4,3.16,male,white,hs_graduate,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,0,0,welfare
2018,48.5,13.03,male,white,hs_graduate,0,0,0,0,1,emergency_shelter,0,0,0,0,0,0,0,1,0,welfare
